actor_action,actor_alpha,actor_alpha_loss,actor_atanh_action,actor_ent,actor_grad_norm,actor_loss,actor_mean,actor_std,batch_reward,critic_cql,critic_cql_logsum1,critic_grad_norm,critic_loss,critic_q1,critic_target_q,fps,frame,rand_Q1,sampled_Q1,step,total_time
-0.1787188508361578,0.4030491656064987,-4.41635115814209,-0.23296981593966484,-1.1396645632982254,9.034386096954346,72.79010639190673,-0.2329770078808069,0.36740623727440835,0.9781246085762978,1.7720287017822265,-64.5842738494873,516.3724854431152,88.93345549011231,-65.36288022613526,-71.33627130889893,7.139955284104394,10000,-80.63417994689941,-68.58336735534668,10000.0,1516.2346367835999
-0.18042986598610877,0.36635669323801995,-4.653232991218567,-0.2371027908921242,-1.3655456969738007,9.2151015291214,88.44935934448242,-0.236668315500021,0.35914318171143533,0.9780440715551376,1.7421266326904297,-80.22283715820312,553.3880007934571,87.4569937362671,-80.9925073776245,-86.86619934082032,6.776461392881206,11000,-96.53253802490234,-84.27246179199219,11000.0,1663.8042817115784
-0.18226709468662738,0.3330667735338211,-4.860964275360107,-0.2402096177637577,-1.5781086874008179,9.38231997203827,104.69564295959472,-0.24011660645902158,0.3514009338915348,0.9775501990318298,1.6963202362060548,-96.4096639251709,552.8692218933105,85.17873168945313,-97.16277865600586,-102.87656454467773,7.011695121174808,12000,-112.88159950256347,-100.5216615524292,12000.0,1806.4231474399567
-0.18338773715496062,0.30285963574051855,-5.020131410598755,-0.24326168505847454,-1.796858638048172,9.668463243484497,121.06851065826416,-0.24303535921871663,0.3441154670715332,0.9773142811059952,1.6628494873046875,-112.69744592285156,549.3129104919434,83.50664551544189,-113.43971007537841,-119.01909699249268,7.0354889682730715,13000,-129.39178846740722,-116.85541967773437,13000.0,1948.5596792697906
-0.18403543075919152,0.27544579991698265,-5.141358727455139,-0.24529210099577903,-2.0120130149126054,10.120579105377198,138.1427103881836,-0.2453621703237295,0.33664453649520876,0.9769479542970657,1.6451482086181641,-129.8051854324341,581.705132598877,82.62913375091553,-130.54207151031494,-135.89356134033204,7.025851512482741,14000,-146.6747241821289,-134.00983876800538,14000.0,2090.891181945801
-0.18407922583818437,0.25060410460829735,-5.207572588920593,-0.24674685116112233,-2.2364731467962264,10.62670279598236,155.37514743041993,-0.2472222672253847,0.32950934040546415,0.9764234301447868,1.615478485107422,-147.0423069000244,582.253991973877,81.14698107910156,-147.76959819030762,-152.96737074279784,6.728343296607359,15000,-164.08173789978028,-151.28490032958985,15000.0,2239.5161793231964
-0.18590276581048965,0.22805990199744702,-5.259196863174439,-0.2520878968089819,-2.4416027184724807,11.176546809196472,172.47914320373536,-0.252134745106101,0.32554474982619286,0.9749860022068023,1.602486846923828,-164.21171424865722,580.7159180297851,80.49961131286621,-164.9347815246582,-170.00349046325684,6.619212655860665,16000,-181.4497975616455,-168.49521876525878,16000.0,2390.5915496349335
-0.18659642362594606,0.20754871779680253,-5.285372476577759,-0.2541119954288006,-2.638137991666794,11.228361480236053,189.7754520263672,-0.2542261761724949,0.32006057393550874,0.9734633949398994,1.5797160949707032,-181.5645760345459,576.8066520996093,79.36031001281738,-182.2799391937256,-187.06886645507814,7.371061384008237,17000,-198.94447859191894,-185.88999220275878,17000.0,2526.2572226524353
-0.18827946856617928,0.1889253676533699,-5.2745252866745,-0.25995184971392155,-2.8343592834472657,12.025292406558991,206.6402647857666,-0.259777066513896,0.3185240446329117,0.9700624299049377,1.5756246032714845,-198.60455374145508,582.3094275207519,79.15933423614501,-199.31789680480958,-203.93110557556153,6.542317864843422,18000,-216.02478092956542,-202.98489553833008,18000.0,2679.1082496643066
-0.18747275477647782,0.1720535813421011,-5.195753033638001,-0.2610699406415224,-3.0474155917167662,12.131697658538819,223.32255839538576,-0.26106005181372166,0.31523484402894975,0.9664983977079391,1.5776373596191406,-215.3020778198242,600.203027557373,79.24731429290772,-216.01679896545411,-220.46123635864257,6.402363176960002,19000,-232.83990774536133,-219.69993811035155,19000.0,2835.300576686859
-0.1825682024359703,0.15675730620324613,-5.10733801484108,-0.25599038615822794,-3.243509859800339,13.33427437210083,239.33301184082032,-0.2558009182959795,0.3163785733580589,0.9605275043845176,1.6544565734863281,-231.56013787841798,640.5654707641602,83.08809906768799,-232.2975908508301,-236.67152825927735,7.162305241659864,20000,-249.20392346191406,-235.99328646850586,20000.0,2974.9204297065735
-0.17578865991532802,0.1428660260438919,-4.982949640989304,-0.2476749074012041,-3.4388134651184084,12.825183283805847,253.5980617980957,-0.24763901481032372,0.31597600522637365,0.9542139112949372,1.6683108215332032,-246.06099964904786,649.0687018127442,83.75761158752441,-246.8141383972168,-250.79338705444337,7.032064008457018,21000,-263.66855215454103,-250.35895529174806,21000.0,3117.1261892318726
-0.18412441633641718,0.130249672755599,-4.859922269105911,-0.26606086522340777,-3.615402218580246,12.795150921821595,268.8200938720703,-0.26613435074687003,0.3152763631641865,0.9524370926618576,1.6963726501464844,-261.47940113830566,666.9144455566407,85.17049337005615,-262.2425579223633,-266.04840350341794,7.244171973089973,22000,-279.046919921875,-265.76647579956057,22000.0,3255.168191432953
-0.17834844790399074,0.11877855857461692,-4.703991676807403,-0.2598615171909332,-3.79193775343895,12.695297018051148,282.1828612976074,-0.2600047289729118,0.31369508373737337,0.9465003138780594,1.7020375366210938,-274.8087724609375,660.179133972168,85.43047953033447,-275.58093084716796,-279.2479731140137,7.145177429332243,23000,-292.3968294067383,-279.0724024963379,23000.0,3395.1227288246155
-0.17121162192523479,0.10827456621825696,-4.615658911466599,-0.24559082439541816,-3.923538213968277,12.227895317077637,299.5900712585449,-0.24573937363922596,0.30329851230978966,0.934817291378975,1.5860507202148437,-291.8136330871582,607.5655859985352,79.6329419708252,-292.5338623352051,-296.03570181274415,6.271325812379673,24000,-309.69332360839843,-296.2386600036621,24000.0,3554.5786452293396
-0.1533602671250701,0.09872695292532443,-4.471711086273193,-0.22419487178325653,-4.068939364671707,13.129020225524902,313.26862176513674,-0.2244279787093401,0.3116074423789978,0.9159019792675972,1.77829345703125,-305.8218725585937,571.7176653747558,89.25270098876953,-306.63320425415037,-310.31572924804686,6.076388564435093,25000,-322.9134745483398,-310.07106277465823,25000.0,3719.1500833034515
-0.1568126825094223,0.09008212439715862,-4.15369035077095,-0.22778489273786545,-4.273966930150985,12.518917491912841,332.0229342956543,-0.22767810571193695,0.2985015733540058,0.915561006128788,1.61644775390625,-324.2305224609375,599.9519324951171,81.1577223739624,-324.96730532836915,-328.2317671813965,5.609868599971,26000,-342.17551904296874,-328.63962802124024,26000.0,3897.407378435135
-0.15565965846180915,0.08246756955981255,-3.7545551993846895,-0.2275487311333418,-4.494939793825149,13.22956590938568,351.8538643798828,-0.22754626865684985,0.2925094059705734,0.9111806526780128,1.6027020263671874,-344.04197387695314,615.942471282959,80.47925165557861,-344.7771990966797,-347.98756314086916,5.364683983015603,27000,-362.2856186218262,-348.48211135864256,27000.0,4083.811649084091
-0.09777262329118093,0.0755030343979597,-4.443554295428097,-0.14928801335860042,-4.285512097477913,16.48809016895294,363.91734594726563,-0.1493787782243162,0.3071221871674061,0.8834672958254814,2.1478522338867188,-356.9285471191406,574.513650604248,107.78857193756103,-357.85673556518555,-361.22066430664063,5.278429536734064,28000,-372.17771130371096,-361.0714382324219,28000.0,4273.26193857193
-0.041512461132821046,0.06694230629503727,-7.444703406572342,-0.07252568430629618,-3.245791821718216,14.243620219230651,342.82149850463867,-0.07248519150464562,0.29604400181770324,0.8548242987394333,2.8984178466796875,-337.57514657592776,451.87311892700194,145.1657307281494,-338.8095765686035,-340.53730505371095,4.575925671825256,29000,-349.11543780517576,-340.64477600097655,29000.0,4491.796957731247
-0.060589697910647375,0.06036697628349066,-6.332481476068497,-0.09535123404592741,-3.743258951187134,13.973530488014221,338.650184967041,-0.09568635421287036,0.27745108437538146,0.8638826903104783,2.7067889404296874,-333.1858719787598,447.15762420654295,135.55313466644287,-334.35423696899414,-335.9749088134766,4.939373415048138,30000,-345.6271405944824,-336.41757418823244,30000.0,4694.251787185669
-0.07114407391617351,0.055329505268484354,-5.342155940055847,-0.10615384615864605,-4.15407830286026,12.996362856388092,342.202218170166,-0.10606132782623172,0.2633209636360407,0.8838585679531097,2.4464324951171874,-336.3637597351074,426.71806185913084,122.53018048095703,-337.424867767334,-339.2248635559082,5.147740256052699,31000,-349.87120959472657,-339.78146875,31000.0,4888.511784315109
-0.0705991337383166,0.05079318645969033,-4.916144570112229,-0.1022143427534029,-4.349824011564254,12.893823877811432,348.08383853149417,-0.10270328149572015,0.2577442653030157,0.8930349638462066,2.3523853759765627,-342.0872088928223,420.0759578857422,117.82529465484619,-343.1212605895996,-344.91379049682615,6.1298940781094,32000,-356.07784619140625,-345.54191244506836,32000.0,5051.646740436554
-0.07203817522991449,0.04668444181978702,-4.366914021253586,-0.10478056288999506,-4.57488839673996,13.416898881435394,356.1766714172363,-0.10477516003570053,0.25277961456775666,0.8972113695144653,2.3018948364257814,-350.2240202331543,416.385472076416,115.30719583129883,-351.2356038513184,-352.89069509887696,5.5800572321244415,33000,-364.5461761779785,-353.7547311096191,33000.0,5230.8563730716705
-0.07067953341582324,0.04289131352305412,-3.879890035033226,-0.10285862948870636,-4.767583671092987,13.772005059242248,363.3982081604004,-0.10284673030360136,0.24797130843997,0.8962317909598351,2.2604968872070312,-357.24965704345703,412.6158690185547,113.23839904022216,-358.24307623291014,-359.9892314758301,5.519524719407978,34000,-371.8180797729492,-360.8254561767578,34000.0,5412.031393289566
-0.06496621552901342,0.039470569968223575,-3.515207490324974,-0.09421203452860936,-4.912268527030945,13.369347093582153,370.38967211914064,-0.09412244403362274,0.24352990205585956,0.8932254789471626,2.2547787475585936,-364.4253211364746,393.34277395629886,112.95501248168945,-365.41243606567383,-367.04834133911135,5.526567038089574,35000,-378.94418551635744,-367.92669607543945,35000.0,5592.975548744202
-0.07215917752403767,0.036313448969274756,-3.064201596558094,-0.10419489581882954,-5.0754192633628845,14.286505592346192,380.1577456970215,-0.10402844830416143,0.24029863321781159,0.8955711781978607,2.17092626953125,-374.0800571289063,394.3340772399902,108.77217205810547,-375.0332732849121,-376.56202981567384,5.6015137083078095,36000,-389.1975246582031,-377.6900188293457,36000.0,5771.49872303009
-0.06878034004103392,0.0337329332716763,-2.0677674950286744,-0.09880012744292617,-5.389670930862427,13.932785055160522,391.39716415405275,-0.0988225918756798,0.23319547003507615,0.8982977063059807,2.1252882080078126,-385.18918478393556,399.4821954650879,106.50037574768066,-386.12240826416013,-387.7947190551758,5.306627078302335,37000,-400.74094958496096,-388.87135052490237,37000.0,5959.9423406124115
-0.08583351273275912,0.031914575915783644,-1.0236807225495577,-0.12880797287635506,-5.70264838218689,14.759363312721252,402.8354239807129,-0.12901476626098157,0.23236607733368875,0.9015761339664459,2.04335595703125,-396.4354376220703,411.0858519897461,102.41368341827392,-397.33350173950197,-399.03160845947264,5.403215001968411,38000,-412.5900497741699,-400.25124536132813,38000.0,6145.017337799072
-0.11074616550281643,0.03158843473345041,0.6218319011032581,-0.17705550245195628,-6.180205782413482,17.011612906455994,406.683272644043,-0.17696197069436312,0.2590642388314009,0.9005045996904373,2.242480529785156,-400.70568795776364,535.9597203674316,112.38648907470703,-401.6926192626953,-403.8034829101563,5.452617976675812,39000,-417.2577730102539,-404.4353445739746,39000.0,6328.415478944778
-0.11715920803695917,0.03225786212086677,-0.09148155797645449,-0.19944229773432015,-5.973322571754456,12.657506917476654,404.2078219604492,-0.19945415477454662,0.28799513132870197,0.8975067275762558,2.202300964355469,-398.56779556274415,607.2513495178223,110.33910528564454,-399.55435470581057,-400.7480239562988,5.39088173896366,40000,-415.0196600036621,-401.8626575927734,40000.0,6513.913891077042
-0.1111491808257997,0.03283540912717581,0.5817037250734866,-0.18660720149427654,-6.170141079425812,13.611546180725098,411.3801131286621,-0.18663506218791007,0.2717111265510321,0.8971039234995842,2.0515780029296873,-405.36866787719725,589.0146371765137,102.79627194976807,-406.2817759399414,-407.69595538330077,5.645386875161688,41000,-422.5403125915527,-409.0045112915039,41000.0,6691.049670934677
-0.0834591306950897,0.03339558595791459,-0.10779042751342058,-0.13092830668389796,-5.9682865238189695,13.303756360054017,423.26643045043943,-0.13108438960276544,0.24215224593877793,0.8965499939322472,2.0006231689453124,-417.0197583312988,441.0599730834961,100.26134217071534,-417.8938013305664,-419.2358324584961,5.5072947918830035,42000,-433.82892172241213,-420.773585723877,42000.0,6872.627022266388
